"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"BV11471652","江川东路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)23号线","121.465347","31.027562","121.46081510866148","31.029590650586155","[]","上海市","上海市","闵行区"
"BV11471645","墨江路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)23号线","121.460042","31.072655","121.45549074808672","31.074644647380218","[]","上海市","上海市","闵行区"
"BV10820981","紫竹高新区(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)23号线;15号线","121.450751","31.023879","121.44617932032574","31.025876176123347","[]","上海市","上海市","闵行区"
"BV10820989","元江路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","15号线","121.431901","31.062815","121.42728768906346","31.06475757173409","[]","上海市","上海市","闵行区"
"BV11471647","澄江路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)23号线","121.459611","31.084171","121.45505754339722","31.086153108407032","[]","上海市","上海市","闵行区"
"BV11471654","沪金高速(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)23号线","121.435324","31.018666","121.43072018136269","31.02063892326725","[]","上海市","上海市","闵行区"
"BV11581692","虹建路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(规划)19号线","121.444993","31.086655","121.4404024631804","31.0886048195075","[]","上海市","上海市","闵行区"
"BV10039921","沈杜公路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","8号线;浦江线","121.512272","31.061427","121.50789914448627","31.063571253328302","[]","上海市","上海市","闵行区"
"BV11471656","龙吴路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)23号线","121.456646","31.094568","121.4520834716578","31.096537420938287","[]","上海市","上海市","闵行区"
"BV10039920","联航路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","8号线","121.510594","31.073567","121.50621415403056","31.075699368225454","[]","上海市","上海市","闵行区"
"BV10026118","北桥(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","5号线","121.410054","31.045112","121.40542034065228","31.047046591241365","[]","上海市","上海市","闵行区"
"BV10040000","剑川路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","5号线","121.416582","31.026483","121.41195383832373","31.028431615056487","[]","上海市","上海市","闵行区"
"BV11581684","曹联路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(规划)19号线","121.443703","31.096327","121.4391088174065","31.098269047760557","[]","上海市","上海市","闵行区"
"BV10028337","东川路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)23号线;5号线","121.419901","31.018197","121.41527640163895","31.02015282236318","[]","上海市","上海市","闵行区"
"BV10820975","双柏路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","15号线","121.421750","31.083214","121.41712161630367","31.085133881201706","[]","上海市","上海市","闵行区"
"BV10039919","江月路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","8号线","121.508603","31.084253","121.50421513705737","31.08637340812985","[]","上海市","上海市","闵行区"
"BV10538932","诸光路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)13号线西延伸;17号线","121.293040","31.191678","121.28857426088929","31.193685396261216","[]","上海市","上海市","青浦区"
"BV11592917","运乐路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)13号线西延伸","121.283138","31.204527","121.27868724110029","31.20654121917848","[]","上海市","上海市","闵行区"
"BV10039906","徐泾东(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)2号线西延段;2号线","121.299204","31.188367","121.29472710736854","31.190366611686496","[]","上海市","上海市","青浦区"
"BV11592915","季乐路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)13号线西延伸","121.277968","31.211110","121.27352377933187","31.21312675849265","[]","上海市","上海市","闵行区"
"BV10538937","蟠龙路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","17号线","121.278645","31.186328","121.27420200617561","31.188356185821068","[]","上海市","上海市","青浦区"
"BV11596882","蟠祥路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)2号线西延段","121.287442","31.182044","121.28298654303181","31.184063952813354","[]","上海市","上海市","青浦区"
"BV10039905","虹桥火车站(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)机场联络线;10号线;17号线;2号线","121.318910","31.193987","121.31439092038222","31.195949086774313","[]","上海市","上海市","闵行区"
"BV11592916","芳乐路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)13号线西延伸","121.273391","31.220100","121.26895148188102","31.222116826170776","[]","上海市","上海市","闵行区"
"BV10039904","虹桥2号航站楼(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","10号线;2号线","121.326300","31.194211","121.32176415560676","31.1961589295248","[]","上海市","上海市","闵行区"
"BV11550038","天山西路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)嘉闵线","121.322930","31.216011","121.3183999501069","31.217954810660846","[]","上海市","上海市","闵行区"
"BV11592914","纪翟路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)13号线西延伸","121.278196","31.229840","121.27374989701316","31.231847705785565","[]","上海市","上海市","闵行区"
"BV10538936","徐盈路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","17号线","121.253976","31.178101","121.24955382075176","31.18014855180505","[]","上海市","上海市","青浦区"
"BV11550040","迎宾三路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)嘉闵线","121.327256","31.175601","121.32271957504935","31.177556414618294","[]","上海市","上海市","闵行区"
"BV10039812","金运路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)13号线西延伸;(在建)嘉闵线;13号线","121.319308","31.240986","121.31478399739447","31.242925094158092","[]","上海市","上海市","嘉定区"
"BV10538938","徐泾北城(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","17号线","121.241668","31.175518","121.23724641890615","31.177566027782095","[]","上海市","上海市","青浦区"
"BV10039980","虹桥1号航站楼(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","10号线","121.347371","31.191363","121.34278866220998","31.193272934386165","[]","上海市","上海市","长宁区"
"BV10039811","金沙江西路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","13号线","121.335156","31.241152","121.33059601892877","31.243060812878287","[]","上海市","上海市","嘉定区"
"BV10039875","九亭(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","9号线","121.319423","31.137252","121.31490762066534","31.139242321669723","[]","上海市","上海市","松江区"
"BV11550041","沪星路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(在建)嘉闵线","121.343565","31.163683","121.338993131952","31.16561377918928","[]","上海市","上海市","闵行区"
"BV10039903","淞虹路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","2号线","121.359536","31.218225","121.35492751785947","31.220101745221225","[]","上海市","上海市","长宁区"
"BV10039830","高青路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","6号线","121.515787","31.159907","121.5114182713093","31.162007471655667","[]","上海市","上海市","浦东新区"
"BV10039787","东明路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","13号线;6号线","121.510868","31.172646","121.50648078440193","31.174725486474657","[]","上海市","上海市","浦东新区"
"BV10025899","杨思(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","8号线","121.493443","31.161054","121.48899402247119","31.163087259694247","[]","上海市","上海市","浦东新区"
"BV10039829","华夏西路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","6号线","121.514539","31.149878","121.5101667260586","31.1519800812844","[]","上海市","上海市","浦东新区"
"BV10039828","上南路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","6号线","121.506447","31.148820","121.5020459484366","31.15089869006352","[]","上海市","上海市","浦东新区"
"BV10025911","成山路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","13号线;8号线","121.496326","31.170511","121.49188658269601","31.172548026531384","[]","上海市","上海市","浦东新区"
"BV10039827","灵岩南路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","6号线","121.495295","31.148665","121.49085372602217","31.150710282854657","[]","上海市","上海市","浦东新区"
"BV10028225","三林(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","11号线","121.511796","31.143224","121.50741457135946","31.14532154672875","[]","上海市","上海市","浦东新区"
"BV10039963","三林东(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","11号线","121.522999","31.146459","121.5186562817431","31.148587077092003","[]","上海市","上海市","浦东新区"
"BV10039857","耀华路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","7号线;8号线","121.494605","31.178513","121.49015870957868","31.180540794899464","[]","上海市","上海市","浦东新区"
"BV10039786","长清路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","13号线;7号线","121.488524","31.174008","121.48405639114571","31.176019979748467","[]","上海市","上海市","浦东新区"
"BV10946926","华鹏路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","13号线","121.526567","31.176276","121.52223371533688","31.178398454868436","[]","上海市","上海市","浦东新区"
"BV10039856","云台路(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","7号线","121.500439","31.182212","121.49601343690367","31.18425545385275","[]","上海市","上海市","浦东新区"
"BV11581677","世博(地铁站)","交通设施服务;地铁站;地铁站","150500","[]","(规划)19号线","121.493972","31.182418","121.48952310388354","31.184441930966848","[]","上海市","上海市","浦东新区"
