,name,pinyin,unit_2021,geometry,w_unit_2021,unit_2021_std,w_unit_2021_std,p-sim,sig,labels,unit_2021_lag,unit_2021_lag_std
52,嘉定新城板块,Jiading New area,23518,"POLYGON ((121.1891804717785 31.37006125883675, 121.2067191411139 31.36774235971762, 121.2037963654855 31.37169469276877, 121.2096408662593 31.37389999925761, 121.2108441434233 31.37243626509093, 121.2153123840357 31.37493225201309, 121.2115309682897 31.38108141674119, 121.2178892485955 31.38401862592076, 121.2151391942664 31.39119409417641, 121.2220120288762 31.39398444679279, 121.2201217400235 31.39837724870439, 121.2493125754605 31.41054735698673, 121.2503420447494 31.41347647097515, 121.2671534838036 31.41317399050017, 121.2676684495387 31.40584998581549, 121.2882376443744 31.41080754931995, 121.3029716388248 31.41034483771124, 121.3135916131933 31.41032458802945, 121.315475986918 31.40753788218468, 121.3137636086555 31.40358646350946, 121.318217160763 31.40035497007732, 121.3170185535373 31.39713471589917, 121.3192453671777 31.39478642816039, 121.3153063987464 31.39083901563824, 121.318731942155 31.39068565764455, 121.3231857387845 31.38276569272722, 121.3274673635641 31.3845153275831, 121.3284952295164 31.38158321982064, 121.3252412146587 31.38012448770629, 121.3288381623207 31.37689422408296, 121.3284103448076 31.37235320322167, 121.3299518745649 31.37117808078135, 121.3335491170142 31.36457762804386, 121.3309801559573 31.36253095074721, 121.3304665026238 31.36018734275196, 121.3296102193742 31.35916318334122, 121.3277262653333 31.35858063205356, 121.326869905917 31.35858228477179, 121.3266989842778 31.35360009268559, 121.3239586424777 31.35360543382552, 121.3241300635189 31.35140684784952, 121.3258427765845 31.35155005642805, 121.3261854501131 31.34964420658341, 121.331323708439 31.34875507344463, 121.33132378465 31.34772917725317, 121.33509192386 31.34728256153961, 121.3381753706149 31.34302679134198, 121.3400594842256 31.34375633294851, 121.3407450440099 31.33921160328415, 121.3152249329337 31.33544909919574, 121.3165955258385 31.33046275997603, 121.3094018509177 31.32901101544945, 121.3056335167631 31.32872492281156, 121.3010084444412 31.32917291642794, 121.2965545694295 31.32668843392484, 121.2984392404404 31.3240468394509, 121.2929570995328 31.32258961750164, 121.2956987256928 31.3174546649453, 121.2512946836198 31.31324688136015, 121.2500944633328 31.29917216766622, 121.247692054499 31.29565358356582, 121.2430577882509 31.29433406993349, 121.2009650737946 31.30206937955358, 121.1856599081902 31.30365887579178, 121.1829080534478 31.30336090922315, 121.182048082696 31.30321278528128, 121.1827375714918 31.28811132063057, 121.1872094682465 31.28723910333164, 121.1851458763811 31.28444943501249, 121.1756865568325 31.27665988819373, 121.1767191356557 31.27108871456648, 121.179299265851 31.2706535123243, 121.1846319075666 31.26362284355589, 121.1837720303003 31.26259461178265, 121.1849761886908 31.26039653422161, 121.1756882014997 31.25891280920626, 121.1626146993834 31.26636776635436, 121.1454151553479 31.26442941617119, 121.1491974980784 31.28012882257862, 121.1509172951851 31.2813050787094, 121.1510891510644 31.28306517732996, 121.1565927702289 31.28659485562892, 121.1540125211849 31.29010935317742, 121.1512606379783 31.28995768673045, 121.1497125818375 31.29200782387598, 121.1471327964467 31.29244324869548, 121.1465306286668 31.29596118530196, 121.1472183143004 31.29918813401971, 121.1436069085848 31.29830238142212, 121.1439506721852 31.30079553577413, 121.1455843154132 31.30226461491337, 121.1392209598311 31.31163775787337, 121.1345787435256 31.3085522937261, 121.1344070174536 31.30576640234648, 121.1234053595596 31.30648562586693, 121.122201534414 31.31616044486278, 121.1256383162889 31.32334758400202, 121.1264977954933 31.32276223069043, 121.1384462843433 31.32263130121851, 121.1743912323315 31.33662160675263, 121.1979524975728 31.34428310910137, 121.2060326708911 31.35118245347338, 121.1891804717785 31.37006125883675))",29798,-16646.58772,-10366.58772,0.161,0,Non-Significant,29798,-13948.89803
53,黄渡板块,Huangdu,34044,"POLYGON ((121.1821340952414 31.30306612625195, 121.1841979819032 31.30365620189098, 121.1860898934111 31.30351279935962, 121.1964084762843 31.30220938364906, 121.2441735479634 31.29433393081145, 121.2476071294757 31.28230928858228, 121.2512111683785 31.27996210509615, 121.2577311369382 31.27937271115364, 121.2596180094089 31.28127807577009, 121.261161740484 31.28230364682323, 121.2692223168036 31.28083090045718, 121.2676794889045 31.2748193611195, 121.2637349160072 31.27687570463399, 121.2611626621931 31.26983776307473, 121.2587612374064 31.26851928155455, 121.2472649672927 31.26735025763565, 121.247780062454 31.26471013345318, 121.2474370321259 31.26192339472653, 121.2426310115992 31.26177690756025, 121.2378240829377 31.26148266092169, 121.2337028042535 31.26500115738205, 121.2276917960434 31.26514411825203, 121.2249435714325 31.26338192257109, 121.2124005413587 31.26087574178646, 121.2050090460418 31.26365338427112, 121.1976163945049 31.25880288782452, 121.1811066265847 31.25584231856823, 121.1757742051235 31.25891279337572, 121.185062213085 31.25995644987336, 121.1842019903689 31.26288852724664, 121.1850618364865 31.26421009642025, 121.179901288394 31.27050776523597, 121.1771491085463 31.27152933064863, 121.1756005815983 31.27636622503582, 121.1843719163347 31.28430128109087, 121.1871234745919 31.28723878068785, 121.182651519621 31.28855090027041, 121.1821340952414 31.30306612625195))",25924.75,-6120.587719,-14239.83772,0.081,0,Non-Significant,25924.75,-17822.14803
54,西北区板块,North-west city ,28810,"POLYGON ((121.1299355371653 31.32503913067289, 121.1295917263519 31.32503869717736, 121.1280439577826 31.33199896236551, 121.1275268039182 31.34650856565941, 121.1201366310324 31.34444849000244, 121.109827944038 31.34839626539474, 121.1089687870431 31.35235254656584, 121.1115450651758 31.35484582126853, 121.1142935397741 31.35624084425283, 121.1127467462748 31.36349260012683, 121.107422064811 31.36334204921214, 121.1069064616825 31.36788411589163, 121.1096545580428 31.36656728254117, 121.1125745849603 31.36774180674648, 121.1165258107964 31.36935710709848, 121.115494688506 31.37228657888598, 121.110341204105 31.37133036815186, 121.1081079588401 31.37623654110825, 121.1194458632821 31.38034869635832, 121.1189304981059 31.37881034162533, 121.1215080729652 31.37925256908341, 121.1218515985019 31.38130406054493, 121.1228826398155 31.38247724261356, 121.1249451488701 31.38116101564417, 121.1338839694289 31.38249078894184, 121.1316486695454 31.38615043954875, 121.1338836481925 31.38629991883094, 121.133711475067 31.38922970216493, 121.1356027112615 31.38952531263451, 121.136978388223 31.38762277367985, 121.138182015509 31.38762452223206, 121.1448883874456 31.38997895421216, 121.1469520900474 31.39056839387241, 121.1383534092715 31.39465660814362, 121.1366339535878 31.39465410229747, 121.1368057314826 31.39685170449252, 121.1426522117285 31.39700705384245, 121.140932317975 31.40037354450182, 121.1476392424173 31.40053097809964, 121.142135723878 31.40506281547402, 121.1454031701924 31.40506811457037, 121.1455749889827 31.40726553805994, 121.1517664393486 31.40742279497406, 121.1498743361747 31.41020238318088, 121.1534859917307 31.41255241469771, 121.1509058893099 31.41547700560695, 121.1491860363365 31.41518103149935, 121.1471220301936 31.4181066765492, 121.1491857638193 31.41898899727629, 121.1466059932111 31.41957037512926, 121.1466057859033 31.42249946772676, 121.1411028316839 31.42131891540461, 121.1404148372949 31.42366110742435, 121.1483252684359 31.42689587431486, 121.1481531463534 31.42879934846819, 121.160708352645 31.43350859646273, 121.1596761744228 31.435556666321, 121.1440250482603 31.43743223627426, 121.1428209292679 31.44153029905417, 121.1466039095242 31.44636835077029, 121.1557188758792 31.45136260984064, 121.1576109408106 31.45048771142187, 121.1612227684049 31.45283721629433, 121.1641471178038 31.44962190805094, 121.1658669761714 31.45196787331772, 121.1682751569694 31.45080132752998, 121.18186295592 31.45682986331085, 121.1846143601296 31.46386191651488, 121.1902895127478 31.46914157394013, 121.1952765625657 31.46988132070857, 121.1966521102056 31.47149364185251, 121.2012943353502 31.47530628117862, 121.2026699050344 31.47325883699905, 121.2143581945854 31.47839680158718, 121.2205442451977 31.47869612934267, 121.2217467790544 31.48045375666475, 121.2270722402781 31.48001918971274, 121.2275870677672 31.48572792610152, 121.2251822244948 31.48587240238066, 121.2303348981988 31.48880338840075, 121.229647678457 31.49143737335338, 121.2323955586201 31.49114631689457, 121.235314718625 31.49246489993979, 121.2356583922361 31.48953792159197, 121.2342851586803 31.48412194980206, 121.2377193154173 31.48412324517238, 121.2404661436257 31.48573389158562, 121.2435562253424 31.48470962323078, 121.2438997531101 31.48251412378703, 121.2471609256357 31.48266023672871, 121.2466457042958 31.48602673113257, 121.2481903558987 31.48602647950948, 121.2492203906176 31.48280619992061, 121.2523093137045 31.4823661274741, 121.2562555586389 31.48324254453795, 121.2571131835783 31.48499848583805, 121.2629453315432 31.48631196414594, 121.2627734963779 31.48953206969543, 121.266203575441 31.48982210977643, 121.2665468290082 31.48704094152459, 121.2701478884224 31.48674503275508, 121.2720338540407 31.48747506846079, 121.2727195013077 31.48908439027983, 121.2752909839382 31.49010633121473, 121.2739193185926 31.49208305955218, 121.2758050242288 31.49266655167408, 121.280090409802 31.49222277243431, 121.2842039297161 31.49002244753799, 121.287116899764 31.49338496794435, 121.2881453057072 31.49060276333475, 121.2902015046495 31.49089264867675, 121.2934568799358 31.49191242364884, 121.293799403412 31.49352184911628, 121.2965405916258 31.49395665559275, 121.2961974878219 31.49922589643795, 121.2989385821708 31.499221440408, 121.3011657736003 31.49746146457308, 121.3042494395641 31.4948216728271, 121.3040783471825 31.49233392882769, 121.3090466098133 31.48207922869458, 121.3109306246381 31.48383207401564, 121.3131574014376 31.48207131672906, 121.3150417564785 31.47789649537489, 121.3131577996971 31.47629002267982, 121.3155558205064 31.47438237816968, 121.3177825249888 31.47254766757297, 121.3172689466741 31.46896273347604, 121.3191529354031 31.46925178963347, 121.3184679356468 31.46793563506871, 121.3170981641591 31.46164335856172, 121.3186396015305 31.4622259100488, 121.3193248051198 31.46061415043674, 121.316927014328 31.4598868979637, 121.3200100722059 31.45827034926319, 121.3193250915193 31.4566612540107, 121.3212093605091 31.45329011620673, 121.3224083519404 31.45226285319378, 121.3212095086217 31.45138675126048, 121.32309363785 31.44977245694949, 121.3242925857308 31.44933084512541, 121.3249778169186 31.4477188974372, 121.3263479905415 31.44786263767945, 121.3273757094178 31.44698212544022, 121.327205233367 31.43805043807516, 121.3304601432011 31.43086873276218, 121.3290900218513 31.42999270253311, 121.3301180100054 31.42662247973669, 121.3275489714672 31.4257487563943, 121.3296048168238 31.42032603712875, 121.3253231081013 31.41886983883611, 121.3290915201081 31.4150544974394, 121.3268650631072 31.41403359941968, 121.3270363959024 31.41344739895546, 121.3261801564222 31.41227736846198, 121.3237822197602 31.41338008646428, 121.3155612173462 31.41141987098088, 121.3133347324941 31.40995963897099, 121.3030573255144 31.40997922199019, 121.2902087903781 31.40399448718685, 121.2886660401211 31.41073444141611, 121.2821540798975 31.41015693054438, 121.2672397424677 31.40577782341317, 121.2677536594208 31.41339390152818, 121.2511142616688 31.41340373789949, 121.2493983971094 31.41032834627838, 121.2447645232321 31.40827828210269, 121.2365243346672 31.40520081582251, 121.2248460592782 31.40079923160576, 121.2198640477816 31.39801150282323, 121.2214107210961 31.39391135504663, 121.215053247801 31.3915609473379, 121.2162563001405 31.38995082667505, 121.2183188123489 31.38409303800567, 121.2114450140278 31.38130179559009, 121.2135077234207 31.37734842494061, 121.2150546078654 31.37500594147238, 121.2112738346093 31.37236423499912, 121.2090392860058 31.37368018780287, 121.2042261377162 31.37206228969107, 121.2064611986751 31.36898821437024, 121.2047421702475 31.36810681040317, 121.1968330661129 31.37000060383131, 121.195629440087 31.36911965141839, 121.1927059312673 31.37072697005501, 121.1887504581382 31.37072062964139, 121.190126558618 31.36749927198963, 121.2061186088894 31.35140311276166, 121.1963190323797 31.34318219578042, 121.1945993995062 31.34376585252902, 121.1866886826359 31.34170123719824, 121.1832490274718 31.33949679400016, 121.1571052694516 31.33079899142457, 121.1509136650462 31.32873553019871, 121.1383604053111 31.32153245536841, 121.1299355371653 31.32503913067289))",28126,-11354.58772,-12038.58772,0.119,0,Non-Significant,28126,-15620.89803
55,江川紫竹板块,Jiangchuan,11322,"POLYGON ((121.3534724201891 31.00719618853286, 121.3709540561447 31.01187779534031, 121.3719818044246 31.02275697365489, 121.4272636432442 31.03687657517255, 121.462709742541 31.04223766670163, 121.4744195387772 31.04932572098917, 121.4851014010902 31.02171993362832, 121.456170082863 31.01075950388322, 121.4324247347605 31.01041925269392, 121.4186720706522 31.00010902108389, 121.389137123353 30.992745866477, 121.3829595014148 31.00480823073421, 121.3582709841007 31.00013062595324, 121.3534724201891 31.00719618853286))",33804.875,-28842.58772,-6359.712719,0.287,0,Non-Significant,33804.875,-9942.023026
56,江桥板块,Jiangqiao,31021,"POLYGON ((121.2440019177574 31.2940406620205, 121.2440019077932 31.29418729474135, 121.2633909517494 31.29036745203694, 121.2882483436327 31.28594237533706, 121.3339850054518 31.27705985386723, 121.3336426138993 31.27530064253467, 121.3372395570245 31.27426748473951, 121.3374106020097 31.27705361601508, 121.3430632883134 31.27528396050524, 121.3468319965799 31.27469112351438, 121.3487164818121 31.27424814223248, 121.3533423360826 31.27394768554777, 121.3543706617749 31.27042631511206, 121.355398614019 31.27203806206929, 121.3583116504874 31.27247381716598, 121.3617392873155 31.27100242370037, 121.3622536532091 31.26850845134927, 121.3553988691315 31.26881149046337, 121.3531717862388 31.26412147369327, 121.3576272578142 31.25942131834802, 121.361054599653 31.26058987834281, 121.3632827331784 31.25970678496036, 121.3691110101445 31.25852591334071, 121.3696252811984 31.25911200680007, 121.3699680721721 31.26013835558081, 121.3744259521039 31.26086678757853, 121.376140902827 31.25954495554898, 121.3730551532544 31.25045365783775, 121.3708266134487 31.24620204700752, 121.3682548665442 31.24752539814722, 121.3682549245097 31.24693861656232, 121.3660263622138 31.24752821794007, 121.3634550393388 31.24973201281917, 121.3581429049962 31.24211118885876, 121.3559152915494 31.24138093402667, 121.3552296865182 31.24358246963896, 121.3512889722574 31.24256154812966, 121.3514605376923 31.23992061837128, 121.3504326167433 31.2393353867573, 121.3487193068679 31.24036502550954, 121.3428947135564 31.24213497993039, 121.3358719317494 31.24200050727778, 121.3324466407816 31.23863253730656, 121.3295349950047 31.23834459645322, 121.3297065603875 31.23423632305186, 121.3228558213501 31.23204883400052, 121.3178888800819 31.23220537159403, 121.3141209308157 31.23001198150608, 121.3088111789214 31.22972876225774, 121.3065843319874 31.23090669844157, 121.2957919004743 31.23297926404577, 121.2942500057871 31.23254149169362, 121.2873960603484 31.23519217999068, 121.2836254160091 31.24121216490206, 121.2832822234318 31.24605381155459, 121.2803685327664 31.24664407612374, 121.2767686581349 31.24943534201907, 121.2791680344689 31.25398018080892, 121.2777967195202 31.2542750872649, 121.2748825497456 31.25369141824908, 121.2702532984707 31.25501612334741, 121.2690529583267 31.25560395982724, 121.267166727822 31.25501885275955, 121.2652802770653 31.25531377800757, 121.2639083209782 31.2544347295654, 121.2613351851107 31.25810370749556, 121.2580757723289 31.25986594214971, 121.2563599593722 31.26250707437471, 121.2532718012879 31.26030833639252, 121.2397125895849 31.26206984092332, 121.2474370321259 31.26192339472653, 121.2474366160431 31.26705690081607, 121.2582466088388 31.26837291422304, 121.2616772491802 31.26983741493038, 121.2639064445684 31.27672891825109, 121.2676795121122 31.27452604091228, 121.2695652423567 31.28097724742927, 121.2608186637233 31.2825971622158, 121.2567017931425 31.27937325749748, 121.2510395988269 31.27952219802941, 121.2474354443565 31.28318918843885, 121.2440019177574 31.2940406620205))",43651.5,-9143.587719,3486.912281,0.34,0,Non-Significant,43651.5,-95.39802632
57,金虹桥板块,Jin hongqiao,77934,"POLYGON ((121.3550851483855 31.18460367869974, 121.3831149883488 31.19425897119086, 121.4073162869904 31.19176215975621, 121.4094637531582 31.18545190592942, 121.4031096845729 31.18361412381263, 121.3961569274982 31.18207172962296, 121.3950413698143 31.18060387250443, 121.3937540512342 31.18170492890138, 121.3922953771469 31.18045746304455, 121.3909225339937 31.18001742004655, 121.3910082964771 31.18067796066034, 121.3898929452915 31.18009112629826, 121.3901505497966 31.17715515611999, 121.3902364327024 31.17598074559636, 121.3884347771706 31.1753207948564, 121.3901509385857 31.17179692112214, 121.3881776883552 31.17135722454097, 121.3875770418995 31.17311913748618, 121.3873197958034 31.17150440423194, 121.3874055816591 31.17150436593559, 121.3794291037846 31.16688502844594, 121.3638271362047 31.15978152917807, 121.3561139106051 31.17660194336812, 121.3540571776203 31.18306391624713, 121.3550851483855 31.18460367869974))",50651,37769.41228,10486.41228,0.141,0,Non-Significant,50651,6904.101974
58,金汇板块,Jinhui,22131,"POLYGON ((121.4939774049843 30.98376445951098, 121.4922533244006 30.99581954490896, 121.5006949708959 30.99893222703118, 121.5246377421766 31.00914757496571, 121.5342811505712 31.00152613758261, 121.5423718491281 31.00272132707766, 121.5483952902136 31.00376286604683, 121.5716136368597 31.00335464839176, 121.5901684237114 31.00233697435193, 121.635972313522 31.00053530153871, 121.6496821302469 30.99933702834283, 121.6474552585885 30.99081087723249, 121.62706140252 30.96657167319652, 121.606480277147 30.95246878618984, 121.5649130513444 30.94803859130679, 121.5514980918399 30.93300981910673, 121.5074197028315 30.92848417498153, 121.4939774049843 30.98376445951098))",21089.375,-18033.58772,-19075.21272,0.023,1,LL,21089.375,-22657.52303
59,南桥板块,Nanqiao,22152,"POLYGON ((121.3516786706583 30.94802492702433, 121.4609074152143 30.97337320229602, 121.4919105708959 30.97757988252929, 121.5098316164696 30.92584122613738, 121.5539070406228 30.93006964722343, 121.5662888190858 30.94539075832581, 121.5796949494619 30.94937600624433, 121.586228099162 30.8840288415194, 121.5394567421048 30.86556007167362, 121.5249947896675 30.85698164877764, 121.517072638975 30.85430835114663, 121.5098374620963 30.86017868147538, 121.4843377941978 30.88454948020644, 121.4399184352242 30.87501373271982, 121.4223777211858 30.87793389703398, 121.4124108976799 30.87792475009397, 121.4093190723961 30.87527216637016, 121.3695089319987 30.87263568005977, 121.3544255245335 30.88149125961793, 121.3688191056892 30.91798020872992, 121.3516786706583 30.94802492702433))",22682.5,-18012.58772,-17482.08772,0.036,1,LL,22682.5,-21064.39803
60,奉城板块,Fengcheng,16573,"POLYGON ((121.5858824444717 30.88033488133304, 121.5813346179167 30.93574358616924, 121.5839035730639 30.9489160140255, 121.6119692352169 30.95450401029754, 121.6436002129017 30.99646986460153, 121.7319383954014 30.9701691933932, 121.7714911622918 30.93777683533397, 121.7645215748776 30.88637047889114, 121.7365345288493 30.88497453912543, 121.6795754953235 30.87242724968091, 121.6617659211368 30.87031852006098, 121.6591750889506 30.86936755446171, 121.6545669421836 30.86697104683192, 121.6450514224993 30.87385436760796, 121.6421685550677 30.8756487728754, 121.6389980311384 30.88066854913039, 121.6113763997373 30.88266522067904, 121.5858824444717 30.88033488133304))",19108.125,-23591.58772,-21056.46272,0.014,1,LL,19108.125,-24638.77303
61,西渡板块,Xidu,31284,"POLYGON ((121.3731335423358 30.97867027282044, 121.3866829784054 30.98365998625213, 121.4003696039853 30.98950407361424, 121.4065511703635 30.99009446820125, 121.421498165963 30.99584196962891, 121.4321571987631 31.00394363241472, 121.4373169670701 31.00630443277465, 121.4435104306783 31.00719773936126, 121.451426638597 31.007655376526, 121.4599476534175 31.00826413553867, 121.4669208440008 31.01225287283028, 121.4720871108005 31.01417879518842, 121.4767374896603 31.01389803856646, 121.4838859990137 31.0152420150771, 121.4856088472129 31.01348257863117, 121.4848338216734 31.01142179429378, 121.4922449468116 30.97982430633927, 121.460552890342 30.97576297026987, 121.4179773341773 30.96414085787882, 121.3895592690308 30.95780555156783, 121.3784088430212 30.95567929182695, 121.3646067294082 30.95400272553215, 121.3491415384159 30.94898559167406, 121.3416024083353 30.96488766411928, 121.3731335423358 30.97867027282044))",24934,-8880.587719,-15230.58772,0.07,0,Non-Significant,24934,-18812.89803
62,金山新城板块,Jinshan New area,18793,"POLYGON ((121.250678804102 30.72639458156024, 121.2401217651733 30.73572360985466, 121.2214003122526 30.74706741180292, 121.239175520194 30.7563309850593, 121.2659431680846 30.76413568531106, 121.2779453679182 30.76014336379778, 121.3010778014058 30.76689294775004, 121.3099850687206 30.76997266554463, 121.3185485616816 30.77776885981922, 121.3194037360513 30.7917698083172, 121.3269396373801 30.7936707857456, 121.3300220272716 30.79955984958447, 121.3372150574224 30.80735684457373, 121.3504051504179 30.81116610096159, 121.3700289864488 30.80233429315333, 121.3691729642494 30.78641813875324, 121.3691737253448 30.77742670723293, 121.3717464443504 30.76680970869107, 121.389757119095 30.7622252888027, 121.3962799780307 30.74983878185179, 121.3808387475659 30.73480388110888, 121.3595806577871 30.71712908947708, 121.3518704371584 30.70666659328467, 121.3378238916024 30.69650991032904, 121.3111043705906 30.69493901355411, 121.2872903134477 30.70619142247794, 121.2715203680366 30.71727291191616, 121.250678804102 30.72639458156024))",12069.5,-21371.58772,-28095.08772,0.001,1,LL,12069.5,-31677.39803
63,静安北块,North Jingan,97812,"POLYGON ((121.4584943364115 31.24302163877416, 121.4595113885243 31.24041793650073, 121.4574240183399 31.23938572890593, 121.4557456479563 31.23806121922904, 121.4549926142394 31.23677569047065, 121.4528195075951 31.23548682487486, 121.4474411073966 31.23417288920103, 121.4441071014431 31.23271732913127, 121.4417413524416 31.23113562378515, 121.4387091767982 31.22990145123616, 121.4370320477493 31.22843140267304, 121.4359784871849 31.22806288521219, 121.4352905051295 31.2273648461754, 121.4332910680641 31.22734344210639, 121.4312488639337 31.22684528473672, 121.4307114569955 31.22702793557773, 121.42974412603 31.22777856681175, 121.4274068368053 31.22645266775118, 121.4253437684492 31.22604662799665, 121.4243983326046 31.2249083620004, 121.4230660093306 31.22615402705621, 121.4231948797426 31.22692448259778, 121.4229905621544 31.2294506710635, 121.4228937671598 31.2310553236045, 121.4231944409394 31.23295383991008, 121.4237530532518 31.23379809896813, 121.4247521831948 31.23486294666492, 121.4265464429965 31.23703831603776, 121.4286204427362 31.23683924059515, 121.429985311031 31.23700612785625, 121.43101707442 31.23723679485229, 121.4316834270654 31.23758617205768, 121.4326830014627 31.23821114933823, 121.4333708988943 31.2388723610617, 121.4341448337321 31.23927697795512, 121.4351875321343 31.23977373589894, 121.4356712900813 31.23988452855045, 121.4364130484615 31.24036251050894, 121.4380901684803 31.24137388169917, 121.4390792995302 31.24190737758847, 121.4396706470788 31.242330174251, 121.4409716673055 31.24312102029869, 121.4418103891897 31.24351681003116, 121.4423372924249 31.24373783622099, 121.4426491447429 31.24385761544413, 121.4431760747504 31.24395946438876, 121.4446386328976 31.24435654996241, 121.4448429563019 31.24460450965655, 121.4451978367554 31.24497195570062, 121.446058287064 31.24440521858674, 121.4481342224096 31.24315338711296, 121.4487796467497 31.24247627035011, 121.4500490339498 31.24119536283708, 121.4507805565804 31.24060099505048, 121.4514367809021 31.24011649959733, 121.4522113609776 31.23975148808969, 121.45268471442 31.23967922991365, 121.4532333708072 31.23973551712704, 121.4541047783141 31.24004014426886, 121.4547825379376 31.24039018615283, 121.4553419580167 31.24093250134312, 121.4559659205787 31.2417408932957, 121.4565361150483 31.24237493656112, 121.457127863519 31.24272481641717, 121.457837985383 31.24293746700028, 121.4584943364115 31.24302163877416))",78066.125,57647.41228,37901.53728,0.001,1,HH,78066.125,34319.22697
64,静安南块,South Jingan,64403,"POLYGON ((121.4315285946226 31.22277394860164, 121.4307329919193 31.22693610821923, 121.4311844075429 31.22686338559132, 121.4334415850732 31.22730684493894, 121.4352905317106 31.22741972054541, 121.4360860232329 31.22808124878421, 121.4370320778358 31.22843125284754, 121.4386662126037 31.22979117811228, 121.4417413824779 31.2311354740968, 121.4436339640226 31.23236781394675, 121.4470324218114 31.23404350795292, 121.4499580983785 31.23476499577951, 121.4529916588495 31.23557877261993, 121.4551217397536 31.23697757858989, 121.4558532667589 31.23811635537749, 121.457208869656 31.23914664420475, 121.458241771773 31.23969937249526, 121.4595760030835 31.24023457583902, 121.4608459227832 31.23820228444273, 121.4614270898531 31.23695691755464, 121.4619869054057 31.23411583135892, 121.4623314676216 31.23167756770851, 121.4623315222488 31.23101732289366, 121.4627621957323 31.22845083065045, 121.4634080019466 31.22726041408128, 121.4643766523295 31.22651104649332, 121.4641183834922 31.22616187047367, 121.4612988570897 31.22591594556176, 121.4569301137314 31.22597817480273, 121.452174738471 31.22596683403367, 121.4521962621054 31.22576512631589, 121.4521532842009 31.22512309372767, 121.4524976806213 31.2232347246478, 121.45297112786 31.22208029215635, 121.4515295918329 31.22178352121429, 121.4506259937759 31.22128626129579, 121.4490125297676 31.2202922535609, 121.447549739737 31.2193720399879, 121.445226608709 31.21850520730823, 121.4435704351058 31.21793335522528, 121.4411401199359 31.21756197639527, 121.4382584992071 31.21704334562501, 121.4348827781573 31.21634086216994, 121.4344527731912 31.21652363236265, 121.4339367159674 31.217458314141, 121.4315285946226 31.22277394860164))",81190.375,24238.41228,41025.78728,0.001,1,HH,81190.375,37443.47697
65,九亭板块,Jiuting,11887,"POLYGON ((121.2771408422354 31.15355600917342, 121.3194576043207 31.16464597736487, 121.3406981063584 31.14023172176426, 121.3523478755796 31.13140155598432, 121.3497794022523 31.1148088206231, 121.3434412264761 31.11055925676692, 121.3252864932098 31.09443255452142, 121.3064457221572 31.09446931557322, 121.2942827488952 31.09625295931619, 121.2946248122991 31.10418546007411, 121.2982218299857 31.11387488276372, 121.300618629949 31.13413970270102, 121.2786851833535 31.13534531555331, 121.2865682694348 31.14355962060775, 121.2771408422354 31.15355600917342))",35746.625,-28277.58772,-4417.962719,0.364,0,Non-Significant,35746.625,-8000.273026
