,name,pinyin,unit_2021,geometry,w_unit_2021,unit_2021_std,w_unit_2021_std,p-sim,sig,labels,unit_2021_lag,unit_2021_lag_std
10,金桥板块,Jin Bridge ,66534,"POLYGON ((121.5431260981364 31.25592042950456, 121.5530203243745 31.26297978081463, 121.5589547387379 31.26775576391535, 121.562823958427 31.2724542327935, 121.5665203530236 31.27839827563374, 121.5666051494884 31.29049646717318, 121.5688401231342 31.29093883539532, 121.5753717084663 31.29153158332565, 121.5789802865513 31.29175434108904, 121.5843919249178 31.29153764461867, 121.5841350323615 31.28229916892338, 121.5995886846836 31.28200803730912, 121.6176041402892 31.28184919943211, 121.6318356855069 31.28190484417791, 121.6398916775084 31.2795466070085, 121.6395534448753 31.22820581276453, 121.6244686808489 31.22565956832638, 121.6189814277587 31.22339190865645, 121.6151222919905 31.22354274635493, 121.6116914679124 31.22339920286928, 121.6047425549328 31.22230357814285, 121.6043993347975 31.22237712401147, 121.6016526171379 31.23059504274606, 121.6014807326181 31.23323603407928, 121.6011372349147 31.23558359453902, 121.5958152377527 31.24358022545156, 121.587658436099 31.25194065986711, 121.5801007574686 31.24658252261641, 121.5623106459131 31.23842264582391, 121.5608486268493 31.24172159765056, 121.5514728037445 31.25080235357358, 121.5476010257641 31.25255557707207, 121.5431260981364 31.25592042950456))",55008,26369.41228,14843.41228,0.081,0,Non-Significant,55008,11261.10197
11,碧云板块,Biyun,116350,"POLYGON ((121.5623098261988 31.2380834389724, 121.5782959197625 31.24550858726348, 121.5807012366524 31.24668383359041, 121.5831062100459 31.24829891883512, 121.5855967407933 31.25013379946771, 121.5877434904003 31.25174821797863, 121.5880869894849 31.25145495657485, 121.5901479361916 31.24903512469061, 121.5916934858889 31.24749512108332, 121.5971021574857 31.24089365972416, 121.5998489466899 31.23729875422959, 121.601222295851 31.23480420704727, 121.6013084008368 31.23179648864842, 121.6019093729935 31.22900857465979, 121.60259612255 31.22651397205518, 121.6043985274807 31.22203786306526, 121.5999363125359 31.22123260411027, 121.5875745691027 31.21800386316067, 121.5825935534459 31.21462644698541, 121.5795011148885 31.21389073470019, 121.5705646366189 31.21102135437175, 121.5660934175086 31.22906507825206, 121.5623098261988 31.2380834389724))",53063.5,76185.41228,12898.91228,0.093,0,Non-Significant,53063.5,9316.601974
12,打浦桥板块,Dapu Qiao ,34558,"MULTIPOLYGON (((121.4573980782612 31.20838914891207, 121.4574195850895 31.20844423683025, 121.4574229720189 31.20839992756522, 121.4573980782612 31.20838914891207)), ((121.4574229720189 31.20839992756522, 121.4593563812127 31.20923792880807, 121.4632733471798 31.2108624576004, 121.467373737826 31.21262546292805, 121.4711301577446 31.21398423964315, 121.4765985927754 31.21576081794535, 121.4774385713828 31.21312183594332, 121.4787737843634 31.21070434204119, 121.4796997484059 31.20995491932803, 121.4800228086816 31.20914872583797, 121.4803243345084 31.20845251856323, 121.47963534436 31.20780847238313, 121.4800230743541 31.20628700571009, 121.4808845877369 31.20414316355379, 121.4810570318772 31.20212569257015, 121.4728322933718 31.19940510631285, 121.4698829607757 31.19833265166018, 121.4652548936222 31.19674202382145, 121.4650395045408 31.19822749342644, 121.4645443057018 31.1995654069334, 121.4634031702261 31.20339656186712, 121.4623266665775 31.20684254373048, 121.4619392745373 31.20665807479783, 121.4598947330744 31.20569882018018, 121.4576565870017 31.20534458545161, 121.4574229720189 31.20839992756522)))",70723,-5606.587719,30558.41228,0.007,1,LH,70723,26976.10197
13,滨江板块,Bin Jiang ,73585,"POLYGON ((121.4652063096128 31.19665010479007, 121.4810514980188 31.20207057264868, 121.4815253319241 31.20089783927405, 121.4824083065049 31.19963455403185, 121.4830543299257 31.19945298355664, 121.4838941295742 31.19969392484091, 121.485401411844 31.20101920220714, 121.4854444863204 31.20100097701316, 121.4861766443066 31.20116821881567, 121.486155403157 31.19770080516723, 121.4868662206534 31.19555635515695, 121.486629350877 31.19546393854164, 121.4860910005739 31.19531559046927, 121.4859617774117 31.19546199259736, 121.485531097692 31.19538735117479, 121.4855095668305 31.19531389471452, 121.4851865528623 31.19523956794565, 121.4851004016546 31.19542278804383, 121.484798929453 31.1954219081471, 121.4846266664516 31.19520124211337, 121.4834853934944 31.194941057946, 121.4834423137313 31.19503266798326, 121.4833346150891 31.19536259426676, 121.482516352664 31.19519508814721, 121.4826455759295 31.19497531053205, 121.4825809954945 31.19464488138872, 121.4823225955704 31.194644128404, 121.4823225791732 31.19484594033677, 121.4816550533174 31.19473390744701, 121.4815474128493 31.19453178176854, 121.4755400957716 31.19319335934571, 121.4754108922275 31.19337645893139, 121.4739899065674 31.19315220095143, 121.4739037825991 31.19320699711016, 121.4719446697311 31.19241245789533, 121.466369017793 31.19305732161218, 121.4660461352192 31.19296469776244, 121.4656154808245 31.1945963985437, 121.4652063096128 31.19665010479007))",67765.125,33420.41228,27600.53728,0.009,1,HH,67765.125,24018.22697
14,不夜城板块,Buye ,92909,"POLYGON ((121.4452042331635 31.26003736778087, 121.4475757470005 31.26055209620436, 121.44952798722 31.26094126342672, 121.452012848861 31.2614647163321, 121.4539653914106 31.26187715839938, 121.4564398638155 31.26257061713729, 121.4582743256251 31.26323976998489, 121.4603509890162 31.26402881942182, 121.4632133550959 31.26520968647482, 121.4644939476119 31.26590979661742, 121.4659036919866 31.26706862641601, 121.4668614905421 31.26796614277736, 121.4682647122261 31.26660488715565, 121.4688674833592 31.26614823270885, 121.4692334688627 31.26574592653295, 121.4697716876707 31.26528909084021, 121.4707835407646 31.2644485890155, 121.4750895771113 31.260977391602, 121.4759077508818 31.26059472653418, 121.4761932907494 31.2582351580582, 121.4760264982798 31.25703351540582, 121.4758435149084 31.25650583890521, 121.4751223184052 31.25532589579805, 121.4768664818453 31.25318565200348, 121.474648942346 31.25228082429379, 121.4767321011618 31.25004064923458, 121.4772920744657 31.24815360162052, 121.477669084426 31.24711848568478, 121.4779653192209 31.24513434648069, 121.4785937844647 31.24374326407163, 121.477711044717 31.24312182464652, 121.4758594908918 31.24210333863466, 121.474492522109 31.2421866094362, 121.4720757599962 31.24335332915852, 121.4696969475723 31.24317699620791, 121.4674582940556 31.24185503017974, 121.4651121142361 31.24107381655127, 121.4632717597379 31.24178403963889, 121.4614207272421 31.24274187957031, 121.4591448031916 31.24324487669915, 121.4568583508062 31.24290447693692, 121.455314527809 31.24125029940757, 121.4541956941132 31.24022986286163, 121.4536361962315 31.24143221131759, 121.4524418673554 31.24388670318381, 121.4507312991952 31.2454873617966, 121.4498491509122 31.24655813721007, 121.449182156536 31.24761106817112, 121.4482785262728 31.24892022111916, 121.4470629631548 31.25080633399564, 121.4468047619099 31.25171345350293, 121.4466756246717 31.25258415579785, 121.447417389217 31.25736209568783, 121.4464923501947 31.25803859187553, 121.4457958335682 31.259067946954, 121.445500036448 31.25949363649788, 121.4452042331635 31.26003736778087))",80078,52744.41228,39913.41228,0.001,1,HH,80078,36331.10197
15,曹路板块,Caolu,25291,"POLYGON ((121.6398054821206 31.27406502242762, 121.6474310091072 31.27793931833041, 121.6554840768718 31.27924519824387, 121.6630226343617 31.28018425766334, 121.6701324627675 31.28427629274665, 121.6838393143718 31.28842841679762, 121.7082622897466 31.29608845163467, 121.7188947690043 31.28771875879946, 121.725585349532 31.28155384858624, 121.7418914338004 31.264239187093, 121.7515093141737 31.252064415255, 121.7518529207151 31.25133102987234, 121.7144390826741 31.24533625927655, 121.6815302612391 31.23702339514841, 121.6839297928973 31.22733543181608, 121.691300294124 31.20296279195989, 121.6914717206226 31.20237545105804, 121.6782772547578 31.2016659736894, 121.6707386130048 31.19977305323064, 121.6643995168183 31.19890502688526, 121.6578891904026 31.19730305072709, 121.6500079375252 31.19540918795722, 121.6424685504872 31.19336683814214, 121.6412688789999 31.19454289417584, 121.6402396745048 31.20687238680405, 121.6398054821206 31.27406502242762))",53604.875,-14873.58772,13440.28728,0.109,0,Non-Significant,53604.875,9857.976974
16,长风板块,Changfeng,79762,"POLYGON ((121.376186028663 31.23427431647255, 121.3763575099237 31.23434750246916, 121.3838187100474 31.23346101446283, 121.39141103406 31.23371419153218, 121.3978902613093 31.23397027225147, 121.4057884460008 31.23323877412124, 121.4053163629786 31.23118451399056, 121.4064329370539 31.22762701513548, 121.4061326752798 31.2243255358167, 121.4040719663963 31.22428799051228, 121.4005093087199 31.22292973257613, 121.3987496641056 31.22245259154868, 121.3954881968373 31.22263592272553, 121.3950592904399 31.22061839728861, 121.3939437420566 31.21992154048142, 121.3908116846202 31.22076595459031, 121.3830480825434 31.22058647267601, 121.3764016975003 31.2219126754334, 121.3716432222132 31.22246799719835, 121.3719855725729 31.2279332070237, 121.373357031892 31.23035258179087, 121.3757572946406 31.23442145680045, 121.376186028663 31.23427431647255))",56236.5,39597.41228,16071.91228,0.071,0,Non-Significant,56236.5,12489.60197
17,内普陀板块,Inner Pu tuo ,96676,"POLYGON ((121.4063043938054 31.22450902858505, 121.4064758570429 31.22773708384598, 121.405359309358 31.23096444462623, 121.4058743121478 31.23323881380696, 121.4074196929826 31.2366140037934, 121.4108546240538 31.24101736199382, 121.4130018856637 31.24266933581894, 121.4219159178619 31.24755527514296, 121.424193501299 31.24814461339693, 121.4271373851167 31.25130219113943, 121.4321237438719 31.25592959850939, 121.4397349031327 31.25887530930101, 121.4448535185168 31.26013153602847, 121.4461442557564 31.25848396780259, 121.4462303126494 31.25830079302477, 121.4453699905259 31.25716228881665, 121.4454561320496 31.25587899426818, 121.4446387793161 31.25573069873735, 121.4441226712632 31.25426284239611, 121.4448110827192 31.25279732081385, 121.4461016916604 31.25265319792462, 121.445886815082 31.24960893694053, 121.4438005915591 31.24718428193966, 121.4437146384575 31.24608388354007, 121.4452418309357 31.24528012353205, 121.4446396238852 31.24450876309181, 121.4411124295243 31.24347519503689, 121.4356937806303 31.2400917907013, 121.4332858927255 31.23909780186008, 121.4311792791761 31.23744425911496, 121.4292017759144 31.2368180131328, 121.4262787970753 31.23721771309006, 121.4230987527324 31.23292255665615, 121.4227980608399 31.23116159756058, 121.4212940446605 31.23149008536578, 121.4184153987821 31.2302033869883, 121.4163964794068 31.22730374696789, 121.4155373546869 31.2270829164693, 121.4124875626502 31.22935470398878, 121.4111131640947 31.23049082370573, 121.410168407029 31.23019676498846, 121.4110274038783 31.22887683604293, 121.4115429474101 31.22641955213934, 121.4102546801891 31.22542828635066, 121.4061326776681 31.22428885299642, 121.4063043938054 31.22450902858505))",71211.125,56511.41228,31046.53728,0.005,1,HH,71211.125,27464.22697
18,长桥板块,Changqiao,50694,"POLYGON ((121.4123370973421 31.13546101620051, 121.4110914843769 31.13681858409145, 121.4099747721278 31.13835984226652, 121.4157084355784 31.14096889485041, 121.4219381078653 31.14306750126014, 121.4288146562604 31.14516820009479, 121.430534261413 31.14484010109962, 121.4324474888311 31.14433070654154, 121.44324183783 31.14581700629629, 121.4460380118139 31.1461895445041, 121.4456933077801 31.15206229035219, 121.4459511290835 31.15536645386107, 121.4488337031238 31.15518885797059, 121.4495651359874 31.15533725408544, 121.4558905598779 31.15810468252288, 121.4599790891639 31.16057411954703, 121.4602801925139 31.16281386655631, 121.4608824552326 31.16663257681751, 121.4613559470973 31.16656039791991, 121.46256148116 31.16344378261712, 121.4623033173184 31.16219516993894, 121.4617868792037 31.16094585248758, 121.4620881097307 31.16193766850084, 121.4603665892175 31.15925373954809, 121.4585160117976 31.15689986608054, 121.4549871752469 31.15402811473961, 121.4519751546301 31.15082755866808, 121.4504695088305 31.14656596383753, 121.450598697853 31.14528139776307, 121.4511583312115 31.14219893296459, 121.4534178892416 31.13698906658977, 121.453547002385 31.13684251779901, 121.4555051905636 31.13493993569328, 121.4567533611221 31.1335845452373, 121.4579154581715 31.13270627408184, 121.4598524096899 31.13102228823329, 121.4614020646045 31.1295576772045, 121.4624352413699 31.12823860850797, 121.4634255675311 31.12497342589627, 121.4631674145352 31.1233204238714, 121.4621345390769 31.12067391824023, 121.460240771236 31.11857594011929, 121.4583902210523 31.11563354403636, 121.45632459083 31.1125804689623, 121.455636373046 31.10780471587046, 121.4556366598025 31.10413217247742, 121.4553784977571 31.10343374868383, 121.4535710407958 31.10320908254291, 121.4524091542119 31.10331656306084, 121.4502576549459 31.10320153117623, 121.4499564666183 31.10305396724939, 121.4472458653516 31.10293798867281, 121.4471167198038 31.10392932874919, 121.4470306238152 31.10462694788347, 121.4479771402195 31.10473909819172, 121.4477619411093 31.10576696248141, 121.4466863611723 31.10580145549195, 121.4457828583646 31.10638722331467, 121.4458688761261 31.1068648162483, 121.4450945214668 31.10667964425002, 121.4440620773713 31.10660416670082, 121.4434598216271 31.10689680412973, 121.4430295901945 31.1078141016686, 121.4415240978269 31.10773784493157, 121.4410509033819 31.10854492083224, 121.4427714452808 31.10858483152663, 121.4426423482536 31.10928234738212, 121.4448361973415 31.10969053677207, 121.4459547035537 31.10991312324152, 121.4466000410996 31.10969408969652, 121.4464278754986 31.11068528559844, 121.446815071183 31.11075951988162, 121.4463417381483 31.11204386701461, 121.445825495797 31.11193264899423, 121.4458254854523 31.11207953879766, 121.4452231047192 31.11358396722916, 121.4447928346354 31.11461133204399, 121.445653219326 31.11475993595316, 121.4462985331609 31.11476124288295, 121.4463413683296 31.11736855585648, 121.4457820917028 31.11740414075872, 121.445351896441 31.11736655791438, 121.4412224486688 31.11596327307464, 121.4387279195113 31.11522444006699, 121.4384268564336 31.11537080597693, 121.4382118290131 31.1152235617036, 121.4372227439693 31.11459763006813, 121.4358896706322 31.11426496634723, 121.4347286643299 31.11396936078539, 121.4334817196122 31.11396745932498, 121.4334817341418 31.11374712956893, 121.4330517581117 31.11381992862917, 121.4329657519788 31.1140401412458, 121.4333097113056 31.11415082253378, 121.433223694723 31.1145179144663, 121.4322777482875 31.11532440267256, 121.4317188455572 31.11506654630475, 121.4309019605491 31.11554276888281, 121.4311169070416 31.11561651185017, 121.4321486195396 31.1174173396951, 121.4327934533177 31.11870351472299, 121.4333093324231 31.1197324531798, 121.4339972130232 31.12090852263601, 121.4341691587315 31.12156973749699, 121.4336960087759 31.12399248229962, 121.4331798935113 31.12615809581601, 121.4326208055885 31.12806657772434, 121.4319326730957 31.13089276878952, 121.4167619423586 31.12914945770605, 121.4134109692856 31.13417679023662, 121.4123370973421 31.13546101620051))",51525.125,10529.41228,11360.53728,0.137,0,Non-Significant,51525.125,7778.226974
19,长征板块,Changzheng,47284,"MULTIPOLYGON (((121.3875711073047 31.26734103113326, 121.3873752888162 31.26749175177203, 121.3877184596156 31.26730825221166, 121.3875711073047 31.26734103113326)), ((121.3754109611932 31.26937065455765, 121.3800844178873 31.26844975930893, 121.3808991625246 31.26826578285689, 121.3823143136229 31.26808140164493, 121.3865602982203 31.26756547577095, 121.3875711073047 31.26734103113326, 121.3878042613476 31.26716154520853, 121.3875048563999 31.2579210495443, 121.3864758064049 31.25374100739028, 121.3771290043954 31.2363640472875, 121.3719855145066 31.22830000390981, 121.3713860186338 31.22257832985626, 121.3686428857331 31.22250823262118, 121.3664997975707 31.22478524340756, 121.362043135967 31.22559817427375, 121.361700132613 31.22779952884056, 121.3570729526539 31.22809955836461, 121.3493615699162 31.23918828522447, 121.3504751771392 31.23918653915291, 121.3521883782502 31.24028417883694, 121.3515028815016 31.24219238939397, 121.35518662535 31.24292031062278, 121.3563863092479 31.24064463992899, 121.3631548637757 31.24907022133091, 121.368211818769 31.2465698581019, 121.3682974258369 31.24766997025144, 121.3705262943853 31.24620031943651, 121.373612051035 31.25133111879923, 121.3746405479987 31.25499722692297, 121.3762692275052 31.25961608958228, 121.3760972928794 31.26460323713265, 121.3769975635032 31.26507905165299, 121.3776406157135 31.26584848702284, 121.3775548047394 31.2665819126288, 121.3774690196534 31.26702200407801, 121.3770830418849 31.26830570548336, 121.3754109611932 31.26937065455765)))",41129.75,7119.412281,965.1622807,0.429,0,Non-Significant,41129.75,-2617.148026
20,川沙板块,Chuansha,22284,"POLYGON ((121.8775965857955 31.13299339338777, 121.8634992127264 31.11329722920729, 121.8610913019506 31.11300049832653, 121.858339079836 31.11358451751149, 121.7833190845968 31.10082466577218, 121.7705929738903 31.1342998871765, 121.7695615444668 31.13488633536513, 121.722167752332 31.1246068407863, 121.7002157711627 31.1727945532492, 121.6443565689619 31.15997709608502, 121.641954821379 31.19286361797189, 121.6862452964672 31.20202737402176, 121.6917290811612 31.20216451803634, 121.6812735171089 31.23696017321226, 121.7186410741128 31.24600170296569, 121.7519390799523 31.25126733735523, 121.7722179662297 31.2286877810512, 121.7763446624688 31.22076889775812, 121.7794400352215 31.21578342326377, 121.7911366469546 31.1993623244353, 121.7969863739048 31.19438068682808, 121.8145400349388 31.1762090148504, 121.8775965857955 31.13299339338777))",28236.25,-17880.58772,-11928.33772,0.132,0,Non-Significant,28236.25,-15510.64803
21,六灶板块,Liuzao,0,"POLYGON ((121.6579829026784 31.1099200534768, 121.6826547137635 31.11486659011638, 121.6847123157645 31.09488391838106, 121.6617533502723 31.09287179623221, 121.6579829026784 31.1099200534768))",27800.375,-40164.58772,-12364.21272,0.114,0,Non-Significant,27800.375,-15946.52303
22,春申板块,Chunshen,26474,"POLYGON ((121.3752089100643 31.13976157675625, 121.3955155455169 31.14630193302557, 121.4043276231502 31.14849109623147, 121.4043273008685 31.14812120079104, 121.4083650362005 31.13951863376131, 121.4171705941583 31.12861732212249, 121.4321788668977 31.13071214633128, 121.4331842944511 31.12453105374166, 121.431884368841 31.11835241595423, 121.4318837617171 31.11513895284313, 121.4321714872429 31.11464465711682, 121.4333243703652 31.11402464014141, 121.4393723755445 31.11577121210523, 121.446419095889 31.11781246561855, 121.4465615937913 31.11497162327487, 121.4438304163611 31.11358146329901, 121.446130640996 31.11175300009484, 121.4461306509877 31.11162906831088, 121.4477112083602 31.11189621536783, 121.4477114107056 31.11016618441049, 121.4468497148965 31.11003093034963, 121.4478565011551 31.10596566752293, 121.4494376076983 31.10376365736404, 121.4396625381695 31.10242369983225, 121.4288606734563 31.10056551169827, 121.3842630782249 31.09145109282548, 121.36045244661 31.08782557818798, 121.3515926605196 31.08868545926438, 121.3531622360599 31.08994707384825, 121.3558753650978 31.09110111779393, 121.3607330821699 31.09376129714944, 121.4058945897613 31.10952893302314, 121.3972273309489 31.11500238166489, 121.3898697195826 31.11548795019707, 121.3826734257311 31.12780141544276, 121.3752089100643 31.13976157675625))",45561.375,-13690.58772,5396.787281,0.286,0,Non-Significant,45561.375,1814.476974
23,大古美、梅陇板块,Melong,21191,"POLYGON ((121.3654982947672 31.16055017954855, 121.3787002594175 31.16596806901375, 121.3860760120932 31.17022046494294, 121.3895082519132 31.1611164904361, 121.3974028652534 31.16361127764975, 121.4034131865304 31.14892960424445, 121.3764727294331 31.14056817336617, 121.3654982947672 31.16055017954855))",40635.125,-18973.58772,470.5372807,0.461,0,Non-Significant,40635.125,-3111.773026
24,大华板块,Dahua,15959,"POLYGON ((121.4002028636612 31.28898702842996, 121.4029497273918 31.29206710392273, 121.4026059992957 31.29587938978675, 121.4093031592597 31.30116089381189, 121.4099904049606 31.2992552420234, 121.4122240315612 31.29427144157409, 121.4147155573999 31.29060750629571, 121.4196138351019 31.28254658677124, 121.4248571056663 31.27631946753637, 121.4181542499464 31.27015268983417, 121.4155766432758 31.27022372803486, 121.4153190315322 31.26890350511895, 121.4148037322669 31.26714304588134, 121.4110240015788 31.26787357077092, 121.4107661934671 31.26919342668113, 121.4100789097545 31.27102630867221, 121.4058707940384 31.27197732827056, 121.4057846129386 31.27527717627, 121.4007190959801 31.27520212128514, 121.4022641148179 31.27813566198341, 121.4018347198766 31.27967540707033, 121.4004611377549 31.28011503694095, 121.4001178319076 31.2793817038776, 121.3976285300599 31.27989465968988, 121.3948820803804 31.28048127358239, 121.3998595507484 31.28840041038439, 121.4002028636612 31.28898702842996))",53716.75,-24205.58772,13552.16228,0.104,0,Non-Significant,53716.75,9969.851974
25,大宁板块,Daning,58149,"POLYGON ((121.4151585179944 31.28995729030149, 121.4171023500218 31.29004142713433, 121.4190839849902 31.29013031787274, 121.4200614512701 31.29018626604931, 121.4213182717393 31.29037082084565, 121.4258091165236 31.29111813693856, 121.4280012113216 31.2915011381733, 121.4298442762643 31.29182428783749, 121.4325473844528 31.29231372721153, 121.4340683824929 31.29257254510035, 121.4366753068046 31.29293854313876, 121.4397395054381 31.29358053924693, 121.4430407078182 31.29424629052827, 121.4455787724796 31.29466813279234, 121.4483537147291 31.2952740561128, 121.4508277455186 31.29587506761441, 121.4532643439177 31.29653123810878, 121.4540281866174 31.29668422679133, 121.4547113647914 31.29672249314366, 121.455566706566 31.29675202644352, 121.4563467664012 31.29668977039918, 121.4569385618466 31.29656291969344, 121.4581867422526 31.29623609933, 121.4579930461295 31.29573446354723, 121.4579608558412 31.29548865072821, 121.4579070102282 31.29526228656104, 121.4577725600152 31.29473500233382, 121.4576865520436 31.29461735487019, 121.4573261184506 31.29444233092044, 121.457073276879 31.2942675866843, 121.4569334207664 31.29410227915305, 121.4565945572155 31.29340953570625, 121.4561965057787 31.29284494338104, 121.4559490724049 31.29254650358557, 121.4556424533785 31.29224332632282, 121.4553573639434 31.29199520159481, 121.455303589419 31.2918163648243, 121.4553143612726 31.29170182758096, 121.4553681722932 31.29149575032086, 121.4554327289166 31.29144550587072, 121.4556156587742 31.29118475151125, 121.4558738954434 31.2910112451642, 121.456094472626 31.29088782996677, 121.4561805624465 31.29082869272316, 121.4562720274435 31.29067311858141, 121.4563043489088 31.29014600280259, 121.4563689487246 31.28966042915596, 121.4566164588154 31.2891844587699, 121.4567835410117 31.28645376655395, 121.4568884250961 31.28575620548601, 121.4569153793456 31.28524761416664, 121.4568400861442 31.28489915487349, 121.4566894943191 31.28448634894435, 121.4566303490052 31.28412876426172, 121.4566411252227 31.28395923157909, 121.4566895706448 31.28366147619471, 121.4571738595691 31.28251699890884, 121.4571146102631 31.28207246201365, 121.4569640044172 31.28169172301069, 121.4568833509397 31.28127908033682, 121.4569156677627 31.28078880816503, 121.4571846821363 31.28051908592309, 121.4572923077943 31.2802123122868, 121.4572923338777 31.27992817377782, 121.4572977798689 31.27925452542601, 121.4578104551504 31.27822916823387, 121.4582663338568 31.27730922456306, 121.4584547933721 31.27716323046344, 121.459283355161 31.27685368945515, 121.4596438491824 31.27667128681888, 121.460268004605 31.27614585555547, 121.4607415393346 31.2754458838593, 121.4615379287398 31.27447635983363, 121.4623074367829 31.27347928753786, 121.4630177761403 31.27254621987185, 121.4634859574267 31.27186916630291, 121.4643308532051 31.2706981511462, 121.4650197059344 31.26976045943268, 121.4656116899865 31.26907000553091, 121.4668440843481 31.26798714550944, 121.4660261932534 31.2672057399345, 121.4650630232777 31.26641479016611, 121.4642182610116 31.26576167002787, 121.4634434545881 31.26534708869424, 121.4624614917146 31.26489822084779, 121.46158180896 31.26452173605179, 121.4580471057568 31.26316515361234, 121.4566726061556 31.26266506354362, 121.4550184506787 31.26214478281915, 121.4539922943089 31.26188982574626, 121.4530617191456 31.26169515491896, 121.4481445420311 31.26069925005153, 121.4452056470376 31.26003613100462, 121.4395485747009 31.26746246090546, 121.4383441931444 31.26905541839378, 121.4374625109642 31.26954895840671, 121.4324312944156 31.27128288203161, 121.4302385257875 31.27250813323174, 121.4282824665322 31.27342218814321, 121.4270787954271 31.27433730221865, 121.4257891535447 31.27609563448561, 121.424263233052 31.27768873919543, 121.4234036089064 31.2786410207975, 121.420395322629 31.28131423604988, 121.4194284220007 31.28268810821941, 121.4151585179944 31.28995729030149))",63000.5,17984.41228,22835.91228,0.025,1,HH,63000.5,19253.60197
26,大三林（三林、杨思、六里）板块,Dasanlin,72946,"POLYGON ((121.5122919434875 31.11604539809706, 121.5065216682598 31.11426891808477, 121.4973895533702 31.12536867202006, 121.4917472238209 31.12516877995895, 121.4854590934736 31.12470998760317, 121.477621605968 31.12013420793319, 121.4776217893197 31.11818804837824, 121.4765883669817 31.11745066114334, 121.4738326592205 31.11582703916159, 121.4633278689852 31.11370469841381, 121.4638874015796 31.11469769204511, 121.4652647214601 31.11741879538288, 121.4668573342277 31.12032404789156, 121.4679763754441 31.12377870442134, 121.4678900034225 31.12708308849417, 121.466598264682 31.12950280524879, 121.4641010607154 31.13404867602955, 121.4582464388219 31.13990747127513, 121.4558791501662 31.14250815838396, 121.4546739542146 31.14500160001873, 121.4545877365087 31.14676347163761, 121.4554051986478 31.14911479908808, 121.4653042597932 31.15743609924712, 121.4673703146045 31.16173626043942, 121.4674992341938 31.16467294112404, 121.4651308985119 31.17130957510933, 121.4632794534087 31.17552515698687, 121.4619875933309 31.18069629422252, 121.4639243856817 31.18429782041342, 121.4745584956589 31.18880456254609, 121.477486624691 31.18962032970543, 121.4867026741703 31.19181218665586, 121.4902343397524 31.19277654374211, 121.4930768683066 31.19472957407602, 121.496909933334 31.19840996289883, 121.5010011800264 31.20458583093574, 121.5023361491089 31.20704785404186, 121.5026376470335 31.207012036756, 121.5093135052861 31.20457328400269, 121.5187875612968 31.20239921755573, 121.5246002250892 31.20113135021148, 121.523351780361 31.19969698506506, 121.5157319280962 31.18033482668207, 121.5177129613249 31.17747804773278, 121.522708311471 31.16971167366479, 121.5297692612325 31.16121543724504, 121.5401439298943 31.14244570677486, 121.5116869932916 31.13737670420245, 121.5169415998241 31.12902070070489, 121.5135829511658 31.12585331470296, 121.5175455424413 31.11745590636384, 121.5122919434875 31.11604539809706))",48485.375,32781.41228,8320.787281,0.208,0,Non-Significant,48485.375,4738.476974
27,东城板块,Dongcheng,0,"POLYGON ((121.5275701484697 31.20998106930069, 121.5322192035109 31.20969968828181, 121.5354904092174 31.20919417656396, 121.5375132680167 31.20824511065882, 121.539191735944 31.20714834470941, 121.5410853884812 31.20454767287605, 121.5429789052098 31.20202016072228, 121.5403541475238 31.20062027346392, 121.5355342063992 31.19958177901371, 121.5311438876344 31.19960753527027, 121.5263224207898 31.20069551907281, 121.5241697659792 31.2012766817158, 121.5275701484697 31.20998106930069))",69065.625,-40164.58772,28901.03728,0.009,1,LH,69065.625,25318.72697
28,世纪公园板块,Shiji Park,44991,"POLYGON ((121.5276783222179 31.21014445786172, 121.5293138957598 31.21352392464556, 121.5315518348884 31.21954602751806, 121.5329290091721 31.2226309109106, 121.5349948512734 31.22491034216376, 121.5386099012746 31.22689974396613, 121.539470514385 31.22800214698307, 121.5472154264327 31.23073281532849, 121.5546138519867 31.23426721157454, 121.5620957936676 31.23787272091403, 121.5624397329976 31.23787317611151, 121.5660513583659 31.22892795146588, 121.5698348124013 31.21286460257083, 121.5700068440666 31.21125054853662, 121.5675141588342 31.20992707098828, 121.5645912978957 31.20823595279174, 121.5612380594834 31.20669069642268, 121.5572821492054 31.20617141732196, 121.5504005708695 31.2057932497932, 121.547561436835 31.20446720800627, 121.5431730532774 31.2025505822232, 121.5423984924632 31.20313598352077, 121.5409353041675 31.20504065715587, 121.5400745349849 31.20657967504222, 121.538439095174 31.20848373973594, 121.5365454213871 31.20921305735167, 121.5338769100819 31.20979357774657, 121.5276783222179 31.21014445786172))",60745.75,4826.412281,20581.16228,0.041,1,HH,60745.75,16998.85197
29,东城区板块,East City,39512,"POLYGON ((121.4632157187042 31.41115692792872, 121.4620101123919 31.41452245503399, 121.4633874247203 31.4165765808636, 121.4711367109516 31.41835553561479, 121.4864674954744 31.41752125658445, 121.4885348839772 31.41679499708647, 121.498872486753 31.40920894820576, 121.5198904500655 31.39242436855137, 121.504559652789 31.38520139367183, 121.5024927759903 31.37918848346487, 121.4962904682406 31.37902397519211, 121.4878488760319 31.37533663859035, 121.4866425979471 31.37914249430973, 121.4745829862505 31.39785927315686, 121.4719127064041 31.40634745581619, 121.4697596167555 31.40985669161738, 121.4651097698307 31.41204083564368, 121.4632157187042 31.41115692792872))",41022.375,-652.5877193,857.7872807,0.431,0,Non-Significant,41022.375,-2724.523026
